#    2Theta/TOF Iobs       ICalc   Iobs-Icalc    Weight  Comp0
      0.0000       1.0000       0.0000       1.0000       1.0000       0.0000 
      0.0180       1.0000       0.0000       1.0000       1.0000       0.0000 
      0.0360       1.0000       0.0000       1.0000       1.0000       0.0000 
      0.0540       1.0000       0.0000       1.0000       1.0000       0.0000 
      0.0720       1.0000       0.0000       1.0000       1.0000       0.0000 
      0.0900       1.0000       0.0000       1.0000       1.0000       0.0000 
      0.1080       1.0000       0.0000       1.0000       1.0000       0.0000 
      0.1260       1.0000       0.0000       1.0000       1.0000       0.0000 
      0.1440       1.0000       0.0000       1.0000       1.0000       0.0000 
      0.1620       1.0000       0.0000       1.0000       1.0000       0.0000 
      0.1800       1.0000       0.0000       1.0000       1.0000       0.0000 
      0.1980       1.0000       0.0000       1.0000       1.0000       0.0000 
      0.2160       1.0000       0.0000       1.0000       1.0000       0.0000 
      0.2340       1.0000       0.0000       1.0000       1.0000       0.0000 
      0.2520       1.0000       0.0000       1.0000       1.0000       0.0000 
      0.2700       1.0000       0.0000       1.0000       1.0000       0.0000 
      0.2880       1.0000       0.0000       1.0000       1.0000       0.0000 
      0.3060       1.0000       0.0000       1.0000       1.0000       0.0000 
      0.3240       1.0000       0.0000       1.0000       1.0000       0.0000 
      0.3420       1.0000       0.0000       1.0000       1.0000       0.0000 
      0.3600       1.0000       0.0000       1.0000       1.0000       0.0000 
      0.3780       1.0000       0.0000       1.0000       1.0000       0.0000 
      0.3960       1.0000       0.0000       1.0000       1.0000       0.0000 
      0.4140       1.0000       0.0000       1.0000       1.0000       0.0000 
      0.4320       1.0000       0.0000       1.0000       1.0000       0.0000 
      0.4500       1.0000       0.0000       1.0000       1.0000       0.0000 
      0.4680       1.0000       0.0000       1.0000       1.0000       0.0000 
      0.4860       1.0000       0.0000       1.0000       1.0000       0.0000 
      0.5040       1.0000       0.0000       1.0000       1.0000       0.0000 
      0.5220       1.0000       0.0000       1.0000       1.0000       0.0000 
      0.5400       1.0000       0.0000       1.0000       1.0000       0.0000 
      0.5580       1.0000       0.0000       1.0000       1.0000       0.0000 
      0.5760       1.0000       0.0000       1.0000       1.0000       0.0000 
      0.5940       1.0000       0.0000       1.0000       1.0000       0.0000 
      0.6120       1.0000       0.0000       1.0000       1.0000       0.0000 
      0.6300       1.0000       0.0000       1.0000       1.0000       0.0000 
      0.6480       1.0000       0.0000       1.0000       1.0000       0.0000 
      0.6660       1.0000       0.0000       1.0000       1.0000       0.0000 
      0.6840       1.0000       0.0000       1.0000       1.0000       0.0000 
      0.7020       1.0000       0.0000       1.0000       1.0000       0.0000 
      0.7200       1.0000       0.0000       1.0000       1.0000       0.0000 
      0.7380       1.0000       0.0000       1.0000       1.0000       0.0000 
      0.7560       1.0000       0.0000       1.0000       1.0000       0.0000 
      0.7740       1.0000       0.0000       1.0000       1.0000       0.0000 
      0.7920       1.0000       0.0000       1.0000       1.0000       0.0000 
